question,answer
"I am experiencing throat irritation, muscle pain, high fever, redness of eyes, headache, fatigue, continuous sneezing, runny nose, cough, swelled lymph nodes, malaise, chest pain, congestion, sinus pressure, chills, phlegm, and loss of smell. What condition does this match?",Common Cold
"I am experiencing malaise, fatigue, phlegm, fast heart rate, breathlessness, high fever, sweating, chills, cough, rusty sputum, and chest pain. What condition does this match?",Pneumonia
"My symptoms are pain in anal region, irritation in anus, bloody stool, constipation, and pain during bowel movements. What could this be?",Dimorphic hemmorhoids(piles)
"I am experiencing chest pain, vomiting, breathlessness, and sweating. What condition does this match?",Heart attack
"My symptoms are prominent veins on calf, bruising, swollen blood vessels, cramps, fatigue, swollen legs, and obesity. What could this be?",Varicose veins
"I have these symptoms: abnormal menstruation, mood swings, fatigue, dizziness, lethargy, brittle nails, enlarged thyroid, irritability, cold hands and feets, weight gain, depression, puffy face and eyes, and swollen extremeties. What do I have?",Hypothyroidism
"My symptoms are muscle weakness, abnormal menstruation, restlessness, diarrhoea, sweating, irritability, mood swings, excessive hunger, weight loss, fast heart rate, and fatigue. What could this be?",Hyperthyroidism
"I have these symptoms: nausea, drying and tingling lips, anxiety, irritability, vomiting, headache, slurred speech, fatigue, palpitations, sweating, blurred and distorted vision, and excessive hunger. What do I have?",Hypoglycemia
"I am experiencing neck pain, knee pain, hip joint pain, swelling joints, joint pain, and painful walking. What condition does this match?",Osteoarthristis
"I am experiencing swelling joints, painful walking, stiff neck, muscle weakness, and movement stiffness. What condition does this match?",Arthritis
"I have these symptoms: loss of balance, vomiting, unsteadiness, nausea, spinning movements, and headache. What do I have?",(vertigo) Paroymsal  Positional Vertigo
"I am experiencing pus filled pimples, blackheads, scurring, and skin rash. What condition does this match?",Acne
"I am experiencing burning micturition, continuous feel of urine, foul smell of urine, and bladder discomfort. What condition does this match?",Urinary tract infection
"I have these symptoms: joint pain, inflammatory nails, small dents in nails, silver like dusting, skin rash, and skin peeling. What do I have?",Psoriasis
"I have these symptoms: high fever, yellow crust ooze, red sore around nose, skin rash, and blister. What do I have?",Impetigo
"I am experiencing itching, dischromic  patches, skin rash, and nodal skin eruptions. What condition does this match?",Fungal infection
"My symptoms are chills, shivering, watering from eyes, and continuous sneezing. What could this be?",Allergy
"My symptoms are chest pain, acidity, stomach pain, ulcers on tongue, vomiting, and cough. What could this be?",GERD
"I have these symptoms: yellowish skin, itching, loss of appetite, abdominal pain, yellowing of eyes, vomiting, and nausea. What do I have?",Chronic cholestasis
"I have these symptoms: spotting  urination, stomach pain, skin rash, itching, and burning micturition. What do I have?",Drug Reaction
"I am experiencing indigestion, passage of gases, abdominal pain, loss of appetite, vomiting, and internal itching. What condition does this match?",Peptic ulcer diseae
"I am experiencing patches in throat, high fever, extra marital contacts, and muscle wasting. What condition does this match?",AIDS
"I am experiencing irregular sugar level, blurred and distorted vision, lethargy, obesity, fatigue, increased appetite, polyuria, weight loss, excessive hunger, and restlessness. What condition does this match?",Diabetes 
"My symptoms are sunken eyes, vomiting, diarrhoea, and dehydration. What could this be?",Gastroenteritis
"I have these symptoms: family history, mucoid sputum, breathlessness, high fever, fatigue, and cough. What do I have?",Bronchial Asthma
"I am experiencing lack of concentration, dizziness, loss of balance, headache, and chest pain. What condition does this match?",Hypertension 
"I have these symptoms: depression, excessive hunger, visual disturbances, acidity, irritability, blurred and distorted vision, indigestion, stiff neck, and headache. What do I have?",Migraine
"My symptoms are dizziness, loss of balance, weakness in limbs, neck pain, and back pain. What could this be?",Cervical spondylosis
"I am experiencing headache, altered sensorium, vomiting, and weakness of one body side. What condition does this match?",Paralysis (brain hemorrhage)
"I am experiencing fatigue, high fever, itching, yellowish skin, weight loss, abdominal pain, vomiting, and dark urine. What condition does this match?",Jaundice
"I have these symptoms: headache, muscle pain, vomiting, chills, sweating, nausea, diarrhoea, and high fever. What do I have?",Malaria
"I have these symptoms: lethargy, swelled lymph nodes, itching, loss of appetite, headache, high fever, red spots over body, skin rash, fatigue, malaise, and mild fever. What do I have?",Chicken pox
"I am experiencing skin rash, malaise, pain behind the eyes, red spots over body, chills, joint pain, high fever, headache, back pain, nausea, vomiting, loss of appetite, fatigue, and muscle pain. What condition does this match?",Dengue
"I have these symptoms: belly pain, nausea, fatigue, toxic look (typhos), chills, vomiting, abdominal pain, constipation, diarrhoea, headache, and high fever. What do I have?",Typhoid
"I am experiencing loss of appetite, joint pain, mild fever, diarrhoea, vomiting, dark urine, yellowing of eyes, yellowish skin, abdominal pain, nausea, and muscle pain. What condition does this match?",hepatitis A
"My symptoms are yellowing of eyes, itching, yellowish skin, yellow urine, dark urine, receiving unsterile injections, receiving blood transfusion, malaise, loss of appetite, abdominal pain, fatigue, and lethargy. What could this be?",Hepatitis B
"I have these symptoms: family history, fatigue, yellowing of eyes, yellowish skin, nausea, and loss of appetite. What do I have?",Hepatitis C
"My symptoms are vomiting, fatigue, yellowish skin, nausea, yellowing of eyes, loss of appetite, dark urine, joint pain, and abdominal pain. What could this be?",Hepatitis D
"I have these symptoms: nausea, loss of appetite, abdominal pain, high fever, yellowing of eyes, coma, fatigue, dark urine, yellowish skin, joint pain, vomiting, acute liver failure, and stomach bleeding. What do I have?",Hepatitis E
"My symptoms are abdominal pain, history of alcohol consumption, distention of abdomen, swelling of stomach, fluid overload.1, yellowish skin, and vomiting. What could this be?",Alcoholic hepatitis
"My symptoms are chills, chest pain, malaise, loss of appetite, high fever, yellowing of eyes, vomiting, cough, weight loss, blood in sputum, mild fever, fatigue, breathlessness, sweating, swelled lymph nodes, and phlegm. What could this be?",Tuberculosis
"I have these symptoms: sinus pressure, chest pain, malaise, throat irritation, continuous sneezing, runny nose, swelled lymph nodes, muscle pain, congestion, redness of eyes, chills, cough, headache, fatigue, phlegm, loss of smell, and high fever. What do I have?",Common Cold
"I have these symptoms: fast heart rate, sweating, cough, chest pain, phlegm, rusty sputum, breathlessness, malaise, chills, high fever, and fatigue. What do I have?",Pneumonia
"I am experiencing pain in anal region, constipation, bloody stool, irritation in anus, and pain during bowel movements. What condition does this match?",Dimorphic hemmorhoids(piles)
"My symptoms are chest pain, breathlessness, sweating, and vomiting. What could this be?",Heart attack
"I have these symptoms: obesity, cramps, swollen legs, fatigue, swollen blood vessels, prominent veins on calf, and bruising. What do I have?",Varicose veins
"My symptoms are abnormal menstruation, lethargy, irritability, enlarged thyroid, cold hands and feets, fatigue, swollen extremeties, brittle nails, weight gain, dizziness, depression, mood swings, and puffy face and eyes. What could this be?",Hypothyroidism
"I have these symptoms: excessive hunger, muscle weakness, irritability, diarrhoea, fatigue, mood swings, restlessness, fast heart rate, abnormal menstruation, sweating, and weight loss. What do I have?",Hyperthyroidism
"I am experiencing irritability, headache, nausea, excessive hunger, fatigue, sweating, palpitations, drying and tingling lips, vomiting, slurred speech, blurred and distorted vision, and anxiety. What condition does this match?",Hypoglycemia
"I am experiencing neck pain, painful walking, joint pain, swelling joints, knee pain, and hip joint pain. What condition does this match?",Osteoarthristis
"I have these symptoms: movement stiffness, stiff neck, swelling joints, muscle weakness, and painful walking. What do I have?",Arthritis
"I am experiencing vomiting, headache, nausea, spinning movements, loss of balance, and unsteadiness. What condition does this match?",(vertigo) Paroymsal  Positional Vertigo
"My symptoms are scurring, blackheads, pus filled pimples, and skin rash. What could this be?",Acne
"I have these symptoms: foul smell of urine, continuous feel of urine, bladder discomfort, and burning micturition. What do I have?",Urinary tract infection
"I have these symptoms: inflammatory nails, small dents in nails, joint pain, skin rash, skin peeling, and silver like dusting. What do I have?",Psoriasis
"My symptoms are blister, yellow crust ooze, skin rash, high fever, and red sore around nose. What could this be?",Impetigo
